,Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Male,Country,Timestamp,Clicked on Ad,age_cat,areaIncome_cat
420,,41.0,53167.68,160.74,Re-contextualized reciprocal interface,West Melaniefurt,1,Libyan Arab Jamahiriya,2016-05-16 14:50:22,yes,middle,avg
421,83.71,45.0,64564.07,220.48,Organized demand-driven knowledgebase,Millerfort,1,Kazakhstan,2016-04-17 19:10:56,no,middle,high
422,53.38,35.0,60803.37,120.06,Total local synergy,Alexanderview,1,French Guiana,2016-03-30 01:05:34,yes,middle,high
423,58.03,31.0,28387.42,129.33,User-friendly bandwidth-monitored attitude,South Jade,0,Tuvalu,2016-06-29 09:04:31,yes,young,low
424,43.59,36.0,58849.77,,Re-engineered context-sensitive knowledge user,Lake Susan,1,Congo,2016-05-26 13:43:05,yes,middle,high
425,60.07,42.0,65963.37,,Total user-facing hierarchy,South Vincentchester,1,United Kingdom,2016-04-15 10:16:49,yes,middle,high
426,,37.0,75180.2,154.74,Balanced contextually-based pricing structure,Williamsmouth,1,Luxembourg,2016-05-31 09:06:29,yes,middle,high
427,81.99,33.0,61270.14,230.9,Inverse bi-directional knowledge user,Taylorport,0,French Polynesia,2016-02-15 14:13:47,no,young,high
428,60.53,29.0,56759.48,123.28,Networked even-keeled workforce,Williamsport,0,Papua New Guinea,2016-05-09 10:21:48,yes,young,avg
429,84.69,,,,Right-sized transitional parallelism,Emilyfurt,1,Maldives,2016-07-07 23:32:38,no,,
430,88.72,,43870.51,211.87,Customer-focused system-worthy superstructure,East John,1,Zambia,2016-01-03 17:10:05,no,,avg
431,88.89,35.0,50439.49,218.8,Balanced 4thgeneration success,East Deborahhaven,1,Cook Islands,2016-07-17 18:55:38,no,middle,avg
432,69.58,43.0,28028.74,255.07,Cross-group value-added success,Port Katelynview,0,Congo,2016-04-04 18:36:59,yes,middle,low
433,85.23,36.0,64238.71,212.92,Visionary client-driven installation,Paulhaven,1,Senegal,2016-02-27 12:34:19,no,middle,high
434,,39.0,65816.38,221.18,Switchable well-modulated infrastructure,Elizabethmouth,1,Myanmar,2016-06-08 20:13:27,no,middle,high
435,56.66,42.0,72684.44,139.42,Upgradable asymmetric emulation,Lake Jesus,0,Dominican Republic,2016-02-20 10:52:51,yes,middle,high
436,56.39,27.0,38817.4,248.12,Configurable tertiary capability,North Tylerland,1,Bahrain,2016-03-23 21:06:51,no,young,avg
437,76.24,,63976.44,214.42,Monitored dynamic instruction set,Munozberg,0,Puerto Rico,2016-06-07 01:29:06,no,,high
438,57.64,,37212.54,110.25,Robust web-enabled attitude,North Maryland,1,Chile,2016-01-18 15:18:01,yes,,avg
439,78.18,23.0,52691.79,167.67,Customer-focused full-range neural-net,West Barbara,0,Bolivia,2016-06-09 19:32:27,no,young,avg
440,46.04,32.0,65499.93,147.92,Universal transitional Graphical User Interface,Andrewborough,0,Serbia,2016-05-30 20:07:59,yes,young,high
441,79.4,35.0,63966.72,236.87,User-centric intangible contingency,New Gabriel,0,Malaysia,2016-04-01 09:21:14,no,middle,high
442,36.44,39.0,52400.88,147.64,Configurable disintermediate throughput,Port Patrickton,1,Estonia,2016-05-31 06:21:02,yes,middle,avg
443,53.14,38.0,49111.47,109.0,Automated web-enabled migration,West Julia,1,Greenland,2016-07-03 22:13:19,yes,middle,avg
444,32.84,40.0,41232.89,171.72,Triple-buffered 3rdgeneration migration,New Keithburgh,0,Trinidad and Tobago,2016-03-10 01:36:19,yes,middle,avg
445,,32.0,52140.04,256.4,Universal contextually-based system engine,Richardsland,1,Thailand,2016-03-18 02:39:26,no,young,avg
446,38.1,34.0,60641.09,214.38,Optional secondary access,North Aaronchester,1,Philippines,2016-05-30 18:08:19,yes,middle,high
447,73.93,44.0,74180.05,218.22,Quality-focused scalable utilization,Lake Matthewland,0,Niue,2016-02-20 00:06:20,no,middle,high
448,51.87,50.0,,119.65,Team-oriented dynamic forecast,Kevinberg,0,Afghanistan,2016-03-10 22:28:52,yes,senior,
449,77.69,22.0,48852.58,169.88,Horizontal heuristic support,Morganfort,1,Angola,2016-06-21 14:32:32,no,young,avg
450,43.41,28.0,59144.02,,Customer-focused zero-defect process improvement,Lovemouth,0,Egypt,2016-02-05 15:26:37,yes,young,high
451,,,33951.63,145.08,Focused systemic benchmark,Taylorhaven,0,Fiji,2016-05-31 21:41:46,yes,,low
452,80.67,34.0,58909.36,239.76,Seamless impactful info-mediaries,Jamesville,0,Portugal,2016-01-01 02:52:10,no,middle,high
453,83.42,25.0,49850.52,183.42,Advanced heuristic firmware,East Toddfort,1,Austria,2016-03-04 14:10:12,no,young,avg
454,82.12,52.0,28679.93,201.15,Fully-configurable client-driven customer loyalty,East Dana,1,Germany,2016-02-03 10:40:27,yes,senior,low
455,66.17,33.0,69869.66,238.45,Cross-group neutral synergy,West Lucas,0,Panama,2016-01-20 00:26:15,no,young,high
456,43.01,35.0,48347.64,127.37,Organized 24/7 middleware,Butlerfort,0,United States of America,2016-06-11 09:37:52,yes,middle,avg
457,,25.0,45959.86,219.94,Networked stable open architecture,Lindaside,1,Christmas Island,2016-03-08 05:48:20,no,young,avg
458,64.88,42.0,70005.51,129.8,Customizable systematic service-desk,West Chloeborough,1,Equatorial Guinea,2016-02-14 22:23:30,yes,middle,high
459,79.82,26.0,51512.66,223.28,Function-based directional productivity,Jayville,1,Micronesia,2016-07-17 22:04:54,no,young,avg
460,48.03,40.0,25598.75,134.6,Networked stable array,East Lindsey,1,Malta,2016-06-02 22:16:08,yes,middle,low
461,32.99,45.0,49282.87,177.46,Phased full-range hardware,Masseyshire,0,Ecuador,2016-04-30 19:42:04,yes,middle,avg
462,74.88,27.0,67240.25,175.17,Organized empowering policy,Sarahton,1,Sudan,2016-04-17 06:58:18,no,young,high
463,36.49,52.0,42136.33,,Object-based system-worthy superstructure,Ryanhaven,1,Lao People's Democratic Republic,2016-03-09 00:41:46,yes,senior,avg
464,88.04,45.0,,191.17,Profound explicit hardware,Lake Deborahburgh,1,Saint Vincent and the Grenadines,2016-03-07 20:02:51,no,middle,
465,45.7,33.0,67384.31,151.12,Self-enabling multimedia system engine,New Williammouth,1,Switzerland,2016-05-26 10:33:00,yes,young,high
466,82.38,35.0,25603.93,159.6,Polarized analyzing intranet,Port Blake,0,Spain,2016-07-18 01:36:37,yes,middle,low
467,,23.0,,149.2,Vision-oriented attitude-oriented Internet solution,West Richard,1,Turks and Caicos Islands,2016-07-16 05:56:42,yes,young,
468,65.59,47.0,28265.81,121.81,Digitized disintermediate ability,Brandymouth,0,Indonesia,2016-03-22 06:41:38,yes,middle,low
469,65.65,25.0,63879.72,224.92,Intuitive explicit firmware,Sandraville,1,Cook Islands,2016-06-03 06:34:44,no,young,high
470,43.84,,70592.81,167.42,Public-key real-time definition,Port Jessica,0,Australia,2016-06-28 09:19:06,yes,,high
471,67.69,37.0,76408.19,216.57,Monitored content-based implementation,Lake Jasonchester,0,Finland,2016-07-18 18:33:05,no,middle,high
472,78.37,24.0,55015.08,207.27,Quality-focused zero-defect budgetary management,Pearsonfort,0,Pakistan,2016-01-23 04:47:37,no,young,avg
473,81.46,29.0,51636.12,231.54,Intuitive fresh-thinking moderator,Sellerstown,0,Ireland,2016-02-29 11:00:06,no,young,avg
474,47.48,31.0,29359.2,141.34,Reverse-engineered 24hour hardware,Yuton,0,Eritrea,2016-06-30 00:19:33,yes,young,low
475,75.15,33.0,71296.67,219.49,Synchronized zero tolerance product,Smithtown,1,France,2016-06-19 18:19:38,no,young,high
476,78.76,24.0,46422.76,219.98,Reactive interactive protocol,Joanntown,1,Austria,2016-01-08 08:08:47,no,young,avg
477,44.96,50.0,52802.0,132.71,Focused fresh-thinking Graphic Interface,South Peter,1,Heard Island and McDonald Islands,2016-01-02 12:25:36,yes,senior,avg
478,39.56,41.0,59243.46,143.13,Ameliorated exuding solution,Port Mitchell,1,Western Sahara,2016-05-13 11:57:12,yes,middle,high
479,39.76,28.0,35350.55,196.83,Integrated maximized service-desk,Pottermouth,1,Liberia,2016-02-08 14:02:22,yes,young,low
480,,22.0,59677.64,207.17,Self-enabling tertiary challenge,Lake Jonathanview,1,Dominican Republic,2016-06-07 23:46:51,no,young,high
481,83.26,40.0,70225.6,187.76,Decentralized foreground infrastructure,Alanview,1,Tonga,2016-01-02 14:36:03,no,middle,high
482,69.42,25.0,,213.38,Quality-focused hybrid frame,Carterport,0,Lao People's Democratic Republic,2016-02-13 04:16:08,no,young,
483,50.6,30.0,34191.13,129.88,Realigned reciprocal framework,New Daniellefort,1,United States of America,2016-05-03 12:57:19,yes,young,low
484,46.2,37.0,51315.38,119.3,Distributed maximized ability,Welchshire,0,Belgium,2016-04-03 11:38:36,yes,middle,avg
485,66.88,35.0,,119.47,Polarized bifurcated array,Russellville,1,Indonesia,2016-03-23 19:58:15,yes,middle,
486,83.97,40.0,66291.67,158.42,Progressive asynchronous adapter,West Lisa,1,Croatia,2016-02-02 11:49:18,no,middle,high
487,76.56,30.0,68030.18,213.75,Business-focused high-level hardware,Greentown,0,Brunei Darussalam,2016-03-08 10:39:16,no,young,high
488,35.49,48.0,43974.49,159.77,Fully-configurable holistic throughput,Timothyport,0,American Samoa,2016-04-08 14:35:44,yes,senior,avg
489,80.29,31.0,,244.87,Ameliorated contextually-based collaboration,Teresahaven,1,Netherlands Antilles,2016-06-30 00:40:31,no,young,
490,50.19,40.0,33987.27,117.3,Progressive uniform budgetary management,Lake Stephenborough,0,Thailand,2016-03-25 19:02:35,yes,middle,low
491,59.12,33.0,28210.03,124.54,Synergistic stable infrastructure,Silvaton,0,Greece,2016-05-12 21:32:06,yes,young,low
492,59.88,30.0,75535.14,193.63,Reverse-engineered content-based intranet,West Michaelstad,1,French Polynesia,2016-03-02 05:11:01,no,young,high
493,59.7,28.0,49158.5,120.25,Expanded zero administration attitude,Florestown,0,Guernsey,2016-05-10 14:12:31,yes,young,avg
494,67.8,30.0,39809.69,117.75,Team-oriented 6thgeneration extranet,New Jay,1,Isle of Man,2016-03-03 02:59:37,yes,young,avg
495,81.59,35.0,65826.53,223.16,Managed disintermediate capability,North Lisachester,0,Holy See (Vatican City State),2016-07-04 11:03:49,no,middle,high
496,81.1,29.0,61172.07,216.49,Front-line dynamic model,Port Stacy,1,El Salvador,2016-07-08 03:47:41,no,young,high
497,41.7,39.0,42898.21,126.95,Innovative regional structure,Jensenton,0,China,2016-05-27 05:35:27,yes,middle,avg
498,73.94,27.0,68333.01,173.49,Function-based incremental standardization,North Alexandra,0,Myanmar,2016-02-10 13:46:35,no,young,high
499,,37.0,70232.95,132.63,Universal asymmetric workforce,Rivasland,0,Macao,2016-06-12 21:21:53,yes,middle,high
500,51.56,,63102.19,124.85,Business-focused client-driven forecast,Helenborough,0,Australia,2016-01-07 13:58:51,yes,,high
501,79.81,,51847.26,,Realigned global initiative,Garnerberg,0,United States Virgin Islands,2016-05-13 14:12:39,no,,avg
502,66.17,,63580.22,228.7,Business-focused maximized complexity,North Anaport,0,Mexico,2016-05-02 00:01:56,no,,high
503,58.21,37.0,47575.44,105.94,Open-source global strategy,Pattymouth,0,Djibouti,2016-02-07 17:06:35,yes,middle,avg
504,66.12,49.0,,113.8,Stand-alone motivating moratorium,South Alexisborough,0,Cote d'Ivoire,2016-02-15 07:27:41,yes,senior,
505,80.47,42.0,70505.06,215.18,Grass-roots multimedia policy,East Jennifer,1,Mali,2016-02-21 05:23:28,no,middle,high
506,77.05,31.0,62161.26,236.64,Upgradable local migration,Hallfort,0,Jamaica,2016-03-20 22:27:25,no,young,high
507,49.99,41.0,,121.07,Profound bottom-line standardization,New Charleschester,0,Romania,2016-03-24 09:34:00,yes,middle,
508,80.3,,49090.51,173.43,Managed client-server access,East Breannafurt,0,Cayman Islands,2016-04-04 20:01:12,yes,,avg
509,79.36,33.0,62330.75,234.72,Cross-platform directional intranet,East Susanland,1,Gambia,2016-01-02 04:50:44,no,young,high
510,57.86,30.0,18819.34,166.86,Horizontal modular success,Estesfurt,0,Algeria,2016-07-08 17:14:01,yes,young,low
511,70.29,26.0,62053.37,231.37,Vision-oriented multi-tasking success,Shirleyfort,1,Puerto Rico,2016-03-28 19:48:37,no,young,high
512,84.53,33.0,61922.06,215.18,Optional multi-state hardware,Douglasview,1,Norfolk Island,2016-07-11 09:32:53,no,young,high
513,59.13,44.0,49525.37,106.04,Upgradable heuristic system engine,South Lisa,1,Turkey,2016-06-09 17:11:02,yes,middle,avg
514,81.51,41.0,53412.32,250.03,Future-proofed modular utilization,Kingshire,0,Guinea,2016-05-19 09:30:12,no,middle,avg
515,42.94,37.0,56681.65,130.4,Synergistic dynamic orchestration,Rebeccamouth,1,Moldova,2016-04-12 12:35:39,yes,middle,avg
516,84.81,32.0,,233.93,Multi-layered stable encoding,Brownbury,1,Greece,2016-07-04 23:17:47,no,young,
517,82.79,,47997.75,132.08,Team-oriented zero-defect initiative,South Aaron,0,American Samoa,2016-02-01 00:52:29,yes,,avg
518,59.22,55.0,39131.53,126.39,Polarized 5thgeneration matrix,North Andrew,1,Honduras,2016-01-13 02:39:00,yes,senior,avg
519,35.0,40.0,46033.73,151.25,Fully-configurable context-sensitive Graphic Interface,South Walter,1,Mongolia,2016-06-18 16:02:34,yes,middle,avg
520,46.61,42.0,65856.74,136.18,Progressive intermediate throughput,Catherinefort,0,Ethiopia,2016-01-01 20:17:49,yes,middle,high
521,63.26,29.0,54787.37,120.46,Customizable holistic archive,East Donna,1,Ethiopia,2016-03-02 04:02:45,yes,young,avg
522,79.16,32.0,69562.46,202.9,Compatible intermediate concept,East Timothy,1,Sri Lanka,2016-03-30 20:23:48,no,young,high
523,67.94,43.0,68447.17,128.16,Assimilated next generation firmware,North Kimberly,0,Morocco,2016-05-01 00:23:13,yes,middle,high
524,79.91,32.0,62772.42,230.18,Total zero administration software,South Stephanieport,1,United Arab Emirates,2016-06-17 03:02:55,no,young,high
525,66.14,41.0,78092.95,165.27,Re-engineered impactful software,North Isabellaville,0,Western Sahara,2016-03-23 08:52:31,no,middle,high
526,43.65,39.0,63649.04,138.87,Business-focused background synergy,North Aaronburgh,0,Western Sahara,2016-05-08 22:24:27,yes,middle,high
527,59.61,21.0,60637.62,198.45,Future-proofed coherent budgetary management,Port James,1,Cambodia,2016-04-06 05:55:43,no,young,high
528,46.61,52.0,27241.11,156.99,Ergonomic methodical encoding,Danielview,0,New Zealand,2016-04-05 05:54:15,yes,senior,low
529,89.37,34.0,42760.22,,Compatible dedicated productivity,Port Stacey,1,Australia,2016-04-16 12:26:31,no,middle,avg
530,65.1,49.0,59457.52,118.1,Up-sized real-time methodology,West Kevinfurt,1,Bulgaria,2016-06-01 03:44:42,yes,senior,high
531,53.44,,42907.89,108.17,Up-sized next generation architecture,Lake Jennifer,1,Libyan Arab Jamahiriya,2016-04-04 22:00:15,yes,,avg
532,79.53,51.0,46132.18,244.91,Managed 6thgeneration hierarchy,Reyesfurt,0,Barbados,2016-06-26 04:22:26,no,senior,avg
533,91.43,39.0,46964.11,209.91,Organic motivating model,West Carmenfurt,1,French Polynesia,2016-07-07 03:55:01,no,middle,avg
534,73.57,30.0,70377.23,212.38,Pre-emptive transitional protocol,North Stephanieberg,0,Uruguay,2016-03-20 08:22:50,no,young,high
535,78.76,32.0,70012.83,208.02,Managed attitude-oriented Internet solution,East Valerie,1,Uruguay,2016-04-20 10:04:29,no,young,high
536,76.49,23.0,,181.11,Public-key asynchronous matrix,Sherrishire,0,Brazil,2016-03-25 05:05:27,no,young,
537,61.72,26.0,67279.06,218.49,Grass-roots systematic hardware,Port Daniel,0,Venezuela,2016-02-14 07:15:37,no,young,high
538,84.53,35.0,54773.99,236.29,User-centric composite contingency,Brownview,0,Myanmar,2016-03-26 00:32:02,no,middle,avg
539,72.03,34.0,70783.94,230.95,Up-sized bi-directional infrastructure,Greerton,1,Malta,2016-07-05 22:33:48,no,middle,high
540,77.47,36.0,70510.59,222.91,Assimilated actuating policy,Hatfieldshire,1,Jamaica,2016-03-14 03:29:12,no,middle,high
541,,39.0,64021.55,247.9,Organized upward-trending contingency,Brianabury,1,Bahrain,2016-05-30 02:34:25,no,middle,high
542,78.15,,72042.85,194.37,Ergonomic neutral portal,New Maria,0,Algeria,2016-03-07 22:32:15,no,,high
543,63.8,38.0,36037.33,108.7,Adaptive demand-driven knowledgebase,Colebury,1,Tuvalu,2016-03-19 00:27:58,yes,middle,avg
544,76.59,29.0,67526.92,211.64,Reverse-engineered maximized focus group,Calebberg,0,Georgia,2016-06-18 05:17:33,no,young,high
545,42.6,55.0,55121.65,168.29,Switchable analyzing encryption,Lake Ian,0,Cambodia,2016-07-11 18:12:43,yes,senior,avg
546,78.77,28.0,63497.62,211.83,Public-key intangible Graphical User Interface,Gomezport,0,Guam,2016-01-01 08:27:06,no,young,high
547,83.4,39.0,60879.48,235.01,Advanced local task-force,Shaneland,0,Tanzania,2016-04-07 01:57:38,no,middle,high
548,79.53,33.0,,236.72,Profound well-modulated array,East Aaron,0,Indonesia,2016-02-28 22:02:14,no,young,
549,73.89,35.0,70495.64,229.99,Multi-channeled asymmetric installation,Dustinborough,1,Somalia,2016-06-26 17:25:55,no,middle,high
550,75.8,36.0,71222.4,224.9,Multi-layered fresh-thinking neural-net,East Michaelland,0,Belize,2016-01-21 04:30:43,no,middle,high
551,81.95,31.0,64698.58,208.76,Distributed cohesive migration,East Connie,1,Serbia,2016-05-01 21:46:37,no,young,high
552,56.39,58.0,32252.38,154.23,Programmable uniform website,West Shannon,0,Australia,2016-02-14 10:06:49,yes,senior,low
553,44.73,35.0,55316.97,127.56,Object-based neutral policy,North Lauraland,1,Guam,2016-01-27 18:25:42,yes,middle,avg
554,38.35,33.0,47447.89,,Horizontal global leverage,Port Christopher,1,Christmas Island,2016-06-16 20:24:33,yes,young,avg
555,72.53,37.0,73474.82,223.93,Synchronized grid-enabled moratorium,South Patrickfort,0,Papua New Guinea,2016-07-21 10:01:50,no,middle,high
556,56.2,49.0,53549.94,114.85,Adaptive uniform capability,East Georgeside,1,Bahamas,2016-04-21 18:31:27,yes,senior,avg
557,79.67,,58576.12,226.79,Total grid-enabled application,Charlesbury,0,Comoros,2016-07-20 01:56:33,no,,high
558,75.42,26.0,63373.7,164.25,Optional regional throughput,Millertown,1,Western Sahara,2016-02-26 17:14:14,no,young,high
559,78.64,31.0,60283.47,,Integrated client-server definition,South Renee,1,Nicaragua,2016-01-16 17:56:05,no,young,high
560,67.69,,37345.34,109.22,Fundamental methodical support,South Jackieberg,0,Guam,2016-04-01 01:57:12,yes,,avg
561,38.35,41.0,34886.01,144.69,Synergistic reciprocal attitude,Loriville,1,Vanuatu,2016-06-24 08:42:20,yes,middle,low
562,59.52,44.0,67511.86,251.08,Managed 5thgeneration time-frame,Amandaland,1,Bolivia,2016-05-27 18:45:35,no,middle,high
563,62.26,37.0,77988.71,166.19,Vision-oriented uniform knowledgebase,West Robertside,0,Malawi,2016-05-26 15:40:12,no,middle,high
564,64.75,36.0,63001.03,117.66,Multi-tiered stable leverage,North Sarashire,0,Venezuela,2016-04-06 01:19:08,yes,middle,high
565,79.97,26.0,,185.45,Down-sized explicit budgetary management,Port Maria,1,Nepal,2016-01-08 19:38:45,no,young,
566,47.9,42.0,48467.68,,Cross-group human-resource time-frame,East Jessefort,0,United Kingdom,2016-02-24 19:08:11,yes,middle,avg
567,80.38,30.0,,238.06,Business-focused holistic benchmark,Port Anthony,0,Albania,2016-03-10 07:07:31,no,young,
568,64.51,42.0,79484.8,,Virtual 5thgeneration neural-net,Edwardmouth,1,Madagascar,2016-04-29 07:49:01,no,middle,high
569,71.28,37.0,67307.43,246.72,Distributed scalable orchestration,Dustinchester,1,Guyana,2016-04-10 16:08:09,no,middle,high
570,50.32,,27964.6,125.65,Realigned intangible benchmark,Rochabury,0,Yemen,2016-04-27 18:25:30,yes,,low
571,,33.0,,240.63,Virtual impactful algorithm,Williamsport,1,India,2016-05-10 04:28:55,no,young,
572,72.8,,,249.54,Public-key solution-oriented focus group,Austinland,0,Puerto Rico,2016-01-03 23:21:26,no,,
573,74.59,23.0,40135.06,158.35,Phased clear-thinking encoding,Lake Gerald,1,United States Virgin Islands,2016-02-15 16:52:04,yes,young,avg
574,46.66,45.0,49101.67,118.16,Grass-roots mission-critical emulation,Wrightview,0,Antigua and Barbuda,2016-03-09 02:07:17,yes,middle,avg
575,48.86,,53188.69,134.46,Proactive encompassing paradigm,Perryburgh,0,French Guiana,2016-01-09 17:33:03,yes,,avg
576,,39.0,,142.81,Automated object-oriented firmware,Tracyhaven,1,Antigua and Barbuda,2016-02-03 05:47:09,yes,middle,
577,81.21,36.0,63394.41,233.04,User-friendly content-based customer loyalty,South Jaimeview,0,Turkmenistan,2016-01-02 09:30:11,no,middle,high
578,66.89,23.0,64433.99,208.24,Universal incremental array,Sandersland,1,Honduras,2016-01-04 07:28:43,no,young,high
579,68.11,38.0,73884.48,231.21,Reactive national success,South Meredithmouth,0,Seychelles,2016-01-07 21:21:50,no,middle,high
580,,46.0,36424.94,112.72,Automated multi-state toolset,Richardsonshire,0,Cyprus,2016-07-24 00:22:16,yes,middle,avg
581,65.72,36.0,,120.12,Managed didactic flexibility,Kimberlymouth,0,Saint Pierre and Miquelon,2016-02-13 13:57:53,yes,middle,
582,40.04,27.0,48098.86,161.58,Cross-platform neutral system engine,Meghanchester,0,Poland,2016-05-08 10:25:08,yes,young,avg
583,68.6,33.0,68448.94,135.08,Focused high-level frame,Tammyshire,0,Taiwan,2016-02-17 18:50:57,yes,young,high
584,,25.0,66429.84,164.25,Seamless motivating approach,Millerbury,1,Cote d'Ivoire,2016-01-22 19:43:53,yes,young,high
585,78.6,46.0,41768.13,254.59,Enhanced systematic adapter,Lake Elizabethside,1,Micronesia,2016-07-20 13:21:37,no,middle,avg
586,78.29,38.0,57844.96,252.07,Networked regional Local Area Network,Villanuevaton,0,Liberia,2016-01-05 20:58:42,no,middle,high
587,43.83,45.0,35684.82,129.01,Total human-resource flexibility,Greerport,0,Saudi Arabia,2016-01-29 05:39:16,yes,middle,low
588,77.31,32.0,62792.43,238.1,Assimilated homogeneous service-desk,North Garyhaven,0,Nepal,2016-06-17 20:18:27,no,young,high
589,39.86,28.0,51171.23,161.24,Ergonomic zero tolerance encoding,East Sharon,0,Ghana,2016-02-23 13:55:48,yes,young,avg
590,,25.0,58847.07,141.13,Cross-platform zero-defect structure,Johnstonmouth,0,Iran,2016-07-09 11:18:02,yes,young,high
591,57.2,42.0,57739.03,110.66,Innovative maximized groupware,East Heatherside,0,New Zealand,2016-03-19 11:09:36,yes,middle,high
592,,25.0,64631.22,211.12,Face-to-face executive encryption,Lake Patrick,1,Libyan Arab Jamahiriya,2016-01-29 07:14:04,no,young,high
593,,24.0,50337.93,193.97,Monitored local Internet solution,Richardsonmouth,0,Sri Lanka,2016-06-14 07:02:09,no,young,avg
594,49.84,38.0,67781.31,135.24,Phased hybrid superstructure,Jenniferhaven,1,United Arab Emirates,2016-05-18 03:19:03,yes,middle,high
595,43.97,36.0,68863.95,156.97,User-friendly grid-enabled analyzer,Boyerberg,1,Indonesia,2016-01-30 09:54:03,yes,middle,high
596,77.25,27.0,55901.12,231.38,Pre-emptive neutral contingency,Port Elijah,1,Saint Vincent and the Grenadines,2016-04-25 16:58:50,no,young,avg
597,74.84,37.0,64775.1,246.44,User-friendly impactful time-frame,Knappburgh,1,Mongolia,2016-01-14 16:30:38,no,middle,high
598,83.53,36.0,67686.16,204.56,Customizable methodical Graphical User Interface,New Dawnland,0,Honduras,2016-07-06 05:34:52,no,middle,high
599,38.63,48.0,57777.11,222.11,Cross-platform logistical pricing structure,Chapmanmouth,0,Papua New Guinea,2016-04-07 10:51:05,yes,senior,high
600,84.0,48.0,46868.53,136.21,Inverse discrete extranet,Robertside,1,Kyrgyz Republic,2016-04-17 05:08:52,yes,senior,avg
601,52.13,50.0,40926.93,118.27,Open-source even-keeled database,West Raymondmouth,1,Ethiopia,2016-01-28 17:03:54,yes,senior,avg
602,71.83,40.0,22205.74,135.48,Diverse background ability,Costaburgh,1,Rwanda,2016-02-18 22:42:33,yes,middle,low
603,78.36,24.0,58920.44,196.77,Multi-tiered foreground Graphic Interface,Kristineberg,1,Kyrgyz Republic,2016-06-24 21:09:58,no,young,high
604,50.18,35.0,,127.82,Customizable hybrid system engine,Sandrashire,1,Grenada,2016-06-20 04:24:41,yes,middle,
605,64.67,51.0,24316.61,138.35,Horizontal incremental website,Andersonfurt,1,Togo,2016-02-14 16:33:29,yes,senior,low
606,69.5,26.0,68348.99,203.84,Front-line systemic capability,Tranland,0,Pakistan,2016-02-27 13:51:44,no,young,high
607,65.22,30.0,66263.37,240.09,Fully-configurable foreground solution,Michaelland,1,Falkland Islands (Malvinas),2016-05-07 15:16:07,no,young,high
608,62.06,40.0,63493.6,116.27,Digitized radical array,East Rachaelfurt,1,Jersey,2016-03-16 20:10:53,yes,middle,high
609,84.29,30.0,56984.09,160.33,Team-oriented transitional methodology,Lake Johnbury,1,Cayman Islands,2016-06-26 02:06:59,yes,young,avg
610,32.91,37.0,51691.55,181.02,Future-proofed fresh-thinking conglomeration,Elizabethstad,0,South Africa,2016-07-17 14:26:04,yes,middle,avg
611,39.5,31.0,49911.25,148.19,Operative multi-tasking Graphic Interface,West Brad,1,Micronesia,2016-01-28 16:42:36,yes,young,avg
612,75.19,,33502.57,,Implemented discrete frame,Johnstonshire,1,Tajikistan,2016-06-16 18:04:51,no,,low
613,76.21,31.0,65834.97,228.94,Ameliorated exuding encryption,Lake Timothy,1,Bolivia,2016-06-19 23:21:38,no,young,high
614,67.76,,66176.97,242.59,Programmable high-level benchmark,Anthonyfurt,0,Cameroon,2016-05-24 17:42:58,no,,high
615,,53.0,51463.17,161.77,Sharable multimedia conglomeration,East Brettton,0,Ecuador,2016-03-01 22:06:37,yes,senior,avg
616,52.7,41.0,41059.64,109.34,Team-oriented high-level orchestration,New Matthew,1,Zambia,2016-01-31 08:50:38,yes,middle,avg
617,,,61428.18,259.76,Grass-roots empowering paradigm,Christopherchester,0,Guinea-Bissau,2016-04-30 15:27:22,no,,high
618,35.55,39.0,51593.46,151.18,Robust object-oriented Graphic Interface,Westshire,0,Micronesia,2016-01-13 20:38:35,yes,middle,avg
619,,24.0,57518.73,219.75,Switchable secondary ability,Alexisland,0,Bahamas,2016-03-30 16:15:59,no,young,avg
620,81.75,24.0,52656.13,190.08,Open-architected web-enabled benchmark,Kevinchester,1,Cape Verde,2016-04-29 18:53:43,no,young,avg
621,87.85,31.0,52178.98,210.27,Compatible scalable emulation,New Patriciashire,1,French Polynesia,2016-06-14 19:48:34,no,young,avg
622,60.23,60.0,46239.14,151.54,Seamless optimal contingency,Port Brenda,1,Saudi Arabia,2016-07-15 15:43:36,yes,senior,avg
623,87.97,35.0,48918.55,,Secured secondary superstructure,Port Brianfort,1,France,2016-03-24 05:38:01,no,middle,avg
624,78.17,27.0,65227.79,192.27,Automated mobile model,Portermouth,1,Burundi,2016-04-26 20:57:48,no,young,high
625,67.91,23.0,55002.05,146.8,Re-engineered non-volatile neural-net,Hubbardmouth,1,Latvia,2016-01-12 03:28:31,yes,young,avg
626,85.77,27.0,,191.78,Implemented disintermediate attitude,South Brian,1,Morocco,2016-04-09 23:26:42,no,young,
627,41.16,49.0,59448.44,150.83,Configurable interactive contingency,Hendrixmouth,1,Venezuela,2016-03-28 09:15:58,yes,senior,high
628,53.54,,47314.45,108.03,Optimized systemic capability,Julietown,0,Palau,2016-06-23 11:05:01,yes,,avg
629,73.94,26.0,55411.06,236.15,Front-line non-volatile implementation,Lukeport,1,Isle of Man,2016-01-24 01:53:14,no,young,avg
630,63.43,29.0,66504.16,236.75,Ergonomic 24/7 solution,New Shane,1,Peru,2016-04-15 10:18:55,no,young,high
